g,c,b,e
CLIP3,19,36505561,36523797
CLIP2,7,73703804,73820273
CLIP1,12,122755980,122907116
ETNK1,12,22778075,22843608
DHRS7C,17,9674750,9694614
CD48,1,160650211,160681641
MND1,4,154265800,154336247
CD44,11,35160416,35244867
CD47,3,107761940,107809935
CD46,1,207925382,207968861
CA12,15,63615729,63674075
CA10,17,49707673,50236132
MANBAL,20,35918050,35945663
FPGS,9,130565507,130576556
LINC00282,13,52387482,52419286
EIF4E3,3,71728439,71774526
RAB23,6,57051790,57087112
RAB24,5,176728198,176730744
TBL1Y,Y,6778726,6959724
RAB28,4,13369346,13485989
GLRA2,X,14547419,14749933
GLRA1,5,151202073,151304397
DZIP1L,3,137787824,137832322
CALU,7,128379345,128413477
GLRA4,X,102973501,102983552
WDR78,1,67303281,67390570
FAR2,12,29376555,29488549
CHPF,2,220403668,220408487
WDR76,15,44119111,44160617
LINC00892,X,135721701,135724588
MCF2,X,138663929,138790381
NTAN1,16,15131709,15149936
PPP2R3A,3,135684514,135866752
RIBC1,X,53449804,53457793
NQO1,16,69743303,69760533
SFMBT2,10,7200585,7453448
LINC00670,17,12453284,12540504
PRPF4,9,116037913,116055185
CLEC1B,12,10145661,10151899
C5orf45,5,179264265,179285840
ZFP64,20,50700549,50808524
ZNF41,X,47305560,47342345
ZFP62,5,180274610,180288286
PIP4K2C,12,57984941,57997211
ZPBP2,17,38024454,38034149
IL31RA,5,55149149,55213165
RFFL,17,33336130,33416348
LEFTY2,1,226124297,226129083
RFC3,13,34392205,34540695
ARRDC2,19,18118976,18124911
RAB27A,15,55495163,55562592
KIAA0930,22,45588122,45636650
CSAD,12,53551446,53574430
RABGAP1L,1,174844655,174927327
CDON,11,125826712,125933187
ELK1,X,47494918,47510003
C4orf22,4,81256873,81884910
ELK4,1,205577070,205602000
PAK4,19,39616419,39670046
PAK6,15,40531997,40569688
PAK7,20,9518036,9819687
STRADA,17,61780191,61819330
STRADB,2,202316391,202345574
PAK3,X,110366304,110464173
FAM122B,X,133903595,133930385
FAM122C,X,133941222,133945211
NSDHL,X,151999510,152037907
KCNG3,2,42669156,42721237
NUBPL,14,32047121,32330429
MYL1,2,211154867,211168339
VPS29,12,110929329,110939916
CYP2D6,22,42522500,42526883
ATXN7L3,17,42269172,42275529
PIGG,4,492988,533320
MFSD2A,1,40420783,40435628
DEFB119,20,29964965,29978452
DMBT1,10,124320180,124403252
AXDND1,1,179334854,179523870
PRKG1,10,52750910,54058110
CBX1,17,46147413,46178560
TRAF3IP2,6,111876580,111927477
TRAF3IP1,2,239229184,239309541
C10orf53,10,50887683,50902948
LOC100506527,7,101206034,101212286
SPRR3,1,152974222,152976332
PMEPA1,20,56223447,56285670
NLRP1,17,5417437,5487832
PIGP,21,38437663,38445458
KLC4,6,43027628,43042833
GLYCTK,3,52321835,52329272
DHX40,17,57642885,57685713
CALML4,15,68483042,68498448
SHISA4,1,201857796,201861715
GAS8,16,90089007,90111352
SHISA6,17,11144739,11467380
NUBP1,16,10837642,10863208
TMEM217,6,37179953,37225413
TMEM216,11,61159864,61166335
TMEM214,2,27255773,27264565
COX11,17,53038566,53046064
TMEM219,16,29973350,29984373
TMEM218,11,124964265,124981604
ARPP21,3,35683848,35835988
TRIM4,7,99488029,99517223
COX16,14,70791797,70826448
TRIM6,11,5617864,5634188
TSN,2,122513120,122525428
ANKRD13D,11,67056761,67069955
BTLA,3,112182812,112218408
WRAP53,17,7589388,7606820
UGT2A3,4,69794176,69817509
UGT2A1,4,70454134,70518967
FBXW11,5,171288555,171433877
PPA2,4,106290233,106395227
MCTP1,5,94042288,94417545
MCTP2,15,94899163,94946494
NUP62,19,50410083,50432788
RAB18,10,27793102,27831166
ALCAM,3,105085556,105295757
TPM4,19,16187134,16213813
TPM3,1,154127779,154155725
TPM2,9,35681989,35690053
TPM1,15,63334837,63364113
FBXW8,12,117348760,117468953
C22orf39,22,19428409,19435755
WDR25,14,100842754,100996640
FAM21C,10,46222647,46288412
SIPA1,11,65407591,65418391
TAGLN,11,117070039,117075508
FBXW7,4,153332311,153456393
FBXW7,4,153242409,153274110
KIAA1683,19,18367905,18385319
TAX1BP1,7,27779713,27869386
TGFBR1,9,101867411,101916473
ETFB,19,51848408,51858096
SSX2IP,1,85109389,85156151
LOC100505876,2,37423634,37431886
CA6,1,9005892,9035148
TJP2,9,71788970,71870124
TJP3,19,3708334,3750811
NDOR1,9,140100118,140113813
TTN-AS1,2,179387553,179470132
BABAM1,19,17378231,17390162
GKAP1,9,86354335,86432752
LOC100132707,7,154720226,154738560
TUB,11,8060179,8127654
LYSMD2,15,52015260,52043650
DCXR,17,79993756,79995573
NFYC,1,41157241,41237275
NFYA,6,41040706,41070146
RABL6,9,139702373,139728928
SMARCA1,X,128580477,128657460
SMARCA2,9,2015341,2193623
RABL5,7,100956647,100965093
SMARCA4,19,11094827,11172958
POMZP3,7,76239302,76256620
FYB,5,39105353,39219680
PACRGL,4,20702035,20729980
OLAH,10,15085894,15115851
FYN,6,111981534,112080334
CPB2-AS1,13,46626982,46675482
CCT6A,7,56119377,56131682
LINC00861,8,126934766,126963441
CCT6B,17,33254877,33288528
XAGE1A,X,52541053,52546197
XAGE1A,X,52239018,52243953
XAGE1A,X,52511913,52516904
XAGE1A,X,52255219,52260154
XAGE1A,X,52528159,52533094
XAGE1B,X,52511913,52516904
XAGE1B,X,52238962,52243953
XAGE1B,X,52528159,52533150
XAGE1B,X,52541053,52546197
XAGE1B,X,52255219,52260210
XAGE1C,X,52238962,52243953
XAGE1C,X,52511760,52516904
XAGE1C,X,52255219,52260154
XAGE1C,X,52541053,52546044
XAGE1C,X,52528159,52533150
XAGE1D,X,52255219,52260363
XAGE1D,X,52238809,52243953
XAGE1D,X,52541053,52545988
XAGE1D,X,52528159,52533094
XAGE1D,X,52511969,52516904
XAGE1E,X,52541053,52546197
XAGE1E,X,52238809,52243953
XAGE1E,X,52255219,52260210
XAGE1E,X,52511913,52516904
XAGE1E,X,52528159,52533094
RUFY1,5,178986692,179037027
RUFY3,4,71587695,71674336
RUFY2,10,70100863,70166946
FCGR2B,1,161632904,161648444
RUFY4,2,218933737,218955304
FCGR2A,1,161475204,161489360
NLE1,17,33458367,33469322
OLA1,2,174937174,175113365
SKIL,3,170077410,170114637
CYTH1,17,76670129,76778376
CYTH2,19,48972464,48985571
DPH2,1,44435652,44439043
DPH3,3,16298567,16306496
DPH5,1,101455179,101491362
SPAST,2,32288679,32382706
CALCR,7,93053798,93189122
WIBG,12,56295196,56320909
CANT1,17,76987797,77005899
MAGI2-AS3,7,79082272,79100524
CALCA,11,14990047,14993832
PTGS1,9,125133283,125157982
PLK1S1,20,21106623,21227258
OR51B5,11,5363743,5526882
PAM,5,102201526,102366808
DCN,12,91539034,91572329
GPAM,10,113909621,113943537
RNF32,7,156435670,156469820
THRB,3,24158644,24536313
NDC1,1,54231133,54304225
THRA,17,38219067,38250120
DCX,X,110537006,110654374
EIF4ENIF1,22,31835344,31885874
MIAT,22,27053445,27072440
DCT,13,95091840,95131936
CUL7,6,43005354,43021683
CUL2,10,35297478,35363258
CUL3,2,225334866,225434542
TRIM24,7,138145078,138270332
TRIM26,6,30152231,30181271
CDH23,10,73156690,73575704
CDH24,14,23516269,23526747
TDRKH,1,151744040,151763010
CDH26,20,58571416,58588168
TRIM23,5,64885506,64920187
FLRT3,20,14304638,14318313
PNKD,2,219135114,219211516
C21orf37,21,18811207,18821503
C21orf33,21,45553493,45565605
KAT8,16,31128984,31142714
FCER2,19,7753642,7764365
KAT5,11,65479472,65487077
ARCN1,11,118443101,118473747
KAT7,17,47865980,47906458
EDARADD,1,236557679,236648008
AES,19,3052907,3062371
GBA,1,155204238,155211066
DNAJC27,2,25166504,25194963
GNAO1,16,56225250,56391356
DNAJC25,9,114393631,114416631
SP140,2,231090444,231177930
GAPDH,12,6643584,6647537
DNAJC21,5,34929697,34959069
ARHGAP8,22,45148437,45258664
ARHGAP9,12,57866037,57873424
ARHGAP4,X,153172829,153191714
ARHGAP5,14,32546494,32628934
ARHGAP6,X,11161516,11683821
LINC00935,12,49121217,49159569
PRLR,5,35055801,35230823
SPATC1L,21,47581061,47604373
PPP6C,9,127908851,127952218
OGG1,3,9791627,9808353
ANXA11,10,81914879,81965328
TMEM71,8,133722191,133772914
ANXA13,8,124693033,124749647
FAM86A,16,5134300,5147789
SLA,8,134048972,134115310
RPUSD4,11,126071988,126081587
MRPL4,19,10362639,10370721
RPUSD3,3,9879532,9885702
ZFAT,8,135490030,135708801
ZNF611,19,53206065,53238307
ZNF610,19,52839497,52870376
ZNF613,19,52430687,52449011
ZNF615,19,52494586,52511483
ZNF619,3,40518603,40531728
MOK,14,102695157,102771537
MS4A12,11,60260250,60274901
MS4A13,11,60282885,60310191
MS4A14,11,60163486,60185228
MS4A15,11,60524339,60544204
BAG1,9,33252469,33264759
BAG6,6,31606804,31620170
BAG4,8,38034105,38070819
BAG5,14,104022880,104028655
SH2D1A,X,123480131,123507010
RTKN,2,74652987,74667710
MSRB3,12,65672422,65860687
CTDP1,18,77441429,77514510
CD79B,17,62006097,62009704
MEOX1,17,41717757,41739262
CD79A,19,42381189,42385439
ZNF385B,2,180306710,180610769
ZNF385A,12,54762919,54785083
SLC39A5,12,56624500,56631629
CYB561A3,11,61116219,61129755
SLC39A6,18,33690962,33709357
CPSF3L,1,1246964,1260067
PDHA1,X,19362010,19379825
COL4A3BP,5,74666927,74807454
ATXN10,22,46067677,46241187
RAP1GAP2,17,2699731,2941035
FSCN2,17,79495416,79504156
MYL12B,18,3262716,3278282
CKMT2,5,80529138,80562217
RPS6KC1,1,213224587,213446808
MRPS14,1,174982093,174992591
TMPO,12,98909350,98929412
CAMK1D,10,12391582,12871733
ECM2,9,95255828,95298374
ECM1,1,150480486,150486265
DDIT3,12,57910370,57914300
FMR1,X,146993468,147032647
SMCR7,17,18163847,18169095
LYPD6,2,150187028,150330659
SEL1L2,20,13830043,13975979
LYPD5,19,44300078,44306613
LYPD1,2,133402336,133428481
CALCOCO1,12,54104901,54121307
CALCOCO2,17,46908349,46942607
AMHR2,12,53817638,53825318
CATSPER2,15,43931633,43941039
TGOLN2,2,85545140,85555419
RGS5,1,163112088,163172963
RGS6,14,72399785,73033238
RGS3,9,116356199,116360023
PLAG1,8,57073467,57123859
RGS9,17,63133455,63223821
SNHG16,17,74553845,74561430
LINC00652,20,18768614,18775228
IL1RAP,3,190231839,190369308
LINC00658,20,5412602,5426394
LINC00659,20,61405472,61408208
GHRL,3,10327433,10334631
FSD1L,9,108210324,108311385
KANK2,19,11274942,11305266
RDH11,14,68143518,68162510
RDH13,19,55555691,55574585
DEDD2,19,42702744,42724304
FAM178B,2,97541618,97560899
FAM178A,10,102672325,102724891
CDK2AP1,12,123745516,123756687
CDK2AP2,11,67273960,67276199
HSP90AB1,6,44214694,44221625
PTP4A3,8,142432006,142441620
PTP4A2,1,32372021,32403988
ZSCAN26,6,28234787,28245980
CD28,2,204571197,204603636
TDRD3,13,60970590,61148013
CD22,19,35820071,35838264
C9orf24,9,34379016,34381598
TDRD6,6,46655611,46672056
TDRD5,1,179575361,179660407
ABHD2,15,89631380,89745591
TWF1,12,44187525,44200178
NKIRAS2,17,40172086,40177656
WDR52,3,113005776,113160361
EIF4G3,1,21132784,21437876
EIF4G2,11,10818592,10830582
EIF4G1,3,184032282,184053146
NR1I3,1,161199455,161208000
NR1I2,3,119499330,119537332
GRB2,17,73314156,73401789
GRB7,17,37895023,37903538
PSG6,19,43407767,43422076
PSG7,19,43428283,43441330
PSG4,19,43696853,43709926
PSG5,19,43671894,43690688
PSG1,19,43371357,43383871
LOC100129195,6,28089572,28105094
HOXC5,12,54426831,54429144
HOXC4,12,54410641,54449814
HOXC6,12,54410641,54424607
CD151,11,832951,838835
HCST,19,36393381,36395173
SPG20OS,13,36920567,36943872
TMEM249,8,145576885,145578574
C5orf63,5,126378249,126409184
LSM4,19,18417039,18434001
CBR3-AS1,21,37513693,37528606
WARS,14,100800124,100841927
POLR2M,15,57998900,58009753
POLR2H,3,184080770,184086383
TLK1,2,171847332,171923483
TLK2,17,60556385,60692841
FAM47E,4,77172852,77204936
PRODH,22,18900286,18923964
FAM204A,10,120068571,120101839
ASCC3,6,100956607,101329224
ASCC2,22,30184596,30234293
ASCC1,10,73855789,73976199
AGO3,1,36396682,36522063
AGO2,8,141541263,141645646
GAMT,19,1397024,1401569
RASSF8,12,26126687,26225807
FAM120C,X,54200221,54209714
MAPK14,6,35995453,36079013
MAPK10,4,86936275,87374283
MAPK13,6,36098260,36112301
FAM86JP,3,125635443,125648867
HPGD,4,175411327,175444044
FZD3,8,28351721,28431785
FZD6,8,104311058,104345094
CACNB3,12,49212253,49222726
CACNB2,10,18549583,18830688
CACNB1,17,37329708,37353956
CACNB4,2,152689285,152955593
CIDEA,18,12254359,12277594
PTPMT1,11,47586981,47595013
RASSF5,1,206730491,206762616
ATP12A,13,25254548,25285923
PLCD1,3,38048986,38071154
ZNF518A,10,97889471,97923517
TGFBRAP1,2,105883539,105946148
ANKZF1,2,220094609,220101391
B3GALNT2,1,235628212,235667781
B3GALNT1,3,160801670,160823160
TACC1,8,38585703,38710546
TACC2,10,123748688,124014057
JDP2,14,75894919,75939404
PICK1,22,38453261,38471708
VMO1,17,4688579,4689729
TMEM235,17,76227390,76237068
LPPR3,19,812487,821952
TMEM237,2,202484906,202508252
TMEM231,16,75572014,75590184
TMEM230,20,5080483,5093733
MKI67,10,129894924,129924468
LPXN,11,58294343,58345639
AZIN1,8,103838535,103876397
CAB39,2,231578262,231685790
ANKHD1,5,139781398,139852062
GNAT1,3,50229042,50235129
BCL2L14,12,12224401,12252627
BCL2L11,2,111878490,111926022
BCL2L13,22,18121349,18213621
C14orf80,14,105957585,105965585
TMIGD2,19,4292224,4302428
CTU2,16,88772890,88781786
ZNF557,19,7069470,7087978
ZNF555,19,2841432,2860472
ZNF550,19,58053203,58071231
ZNF551,19,58193336,58201169
ADRM1,20,60878026,60883918
ZNF559,19,9434447,9454521
ISYNA1,19,18545197,18549111
SHOX,Y,535078,557558
SHOX,Y,585078,620146
GTF2H1,11,18343815,18388590
MAPKAP1,9,128199672,128469513
TVP23C,17,15405577,15466945
PCDH8,13,53418108,53422775
PCDH9,13,66876965,67804468
RPL38,17,72199794,72206019
RPL36,19,5690345,5691678
PCDH1,5,141242216,141245767
RPL34,4,109541721,109551639
RPL32,3,12876443,12883081
RPL31,2,101618690,101622885
TARBP2,12,53895376,53900215
CACNG6,19,54495541,54515920
ATF5,19,50431958,50437193
ATF4,22,39916568,39918691
ATF7,12,53905842,54020199
ZNF286A,17,15602890,15624100
ATF3,1,212781969,212794119
ATF2,2,175936977,176032934
SMARCC2,12,56555635,56583351
PPAP2C,19,281039,291435
RYK,3,133875977,133969586
PPAP2A,5,54720669,54830906
SUMO1,2,203070902,203103322
TMCO1,1,165693527,165738159
SUMO2,17,73163824,73179098
PSPC1,13,20277008,20357159
CDC7,1,91966403,91991321
KIAA0319,6,24544331,24646249
BLOC1S5,6,8013799,8064647
LHX3,9,139088095,139096955
BLOC1S2,10,102033034,102046116
LHX6,9,124964855,124991091
LHX8,1,75600566,75627218
LHX9,1,197881634,197899273
PPP2R4,9,131873592,131911225
PTGER3,1,71436463,71513491
SLC38A4,12,47158543,47219780
SLC38A6,14,61447964,61550451
SLC38A1,12,46576840,46663208
MDFIC,7,114562208,114659970
SLC38A9,5,54921672,54988881
STK3,8,99466858,99837899
CSF3R,1,36931643,36948915
CYP3A4,7,99354582,99381811
CXCL12,10,44865600,44880545
CXCL16,17,4637803,4643223
RAPGEF4,2,173600524,173917620
UBE4A,11,118230295,118269926
HCN3,1,155247217,155258498
C7orf57,7,48075107,48100894
SNRNP27,2,70121074,70132368
YBX3,12,10851675,10875953
DRP2,X,100474932,100519485
RAB3GAP1,2,135809834,135928279
PEPD,19,33877854,34012799
UACA,15,70946892,71055850
TBC1D23,3,99979660,100044096
CDC25C,5,137620958,137667516
ZIC4,3,147103834,147110217
ANKS3,16,4746510,4784163
TNFRSF8,1,12185957,12204264
CDC25B,20,3776400,3786761
TBC1D2B,15,78287326,78369994
SENP8,15,72409245,72433311
SENP7,3,101043117,101232085
FIBCD1,9,133777824,133814239
SENP1,12,48436680,48500091
RNF41,12,56596287,56615753
ING4,12,6759703,6772308
RNF40,16,30772932,30787628
C21orf59,21,33973983,33984913
ING3,7,120590816,120597034
VASH2,1,213123886,213164927
INS,11,2181008,2182439
GFPT1,2,69546900,69614386
ECHDC2,1,53361581,53387446
ECHDC1,6,127609856,127663552
ACP5,19,11685474,11688553
ACP1,2,264868,272481
ACP2,11,47260852,47270457
SDCCAG3,9,139296373,139305054
SLC2A11,22,24200040,24227725
ANKRD33,12,52281792,52285505
GLS,2,191745546,191800015
LINC00911,14,85860258,85886418
LINC00910,17,41453295,41466266
NCOA3,20,46130600,46285621
TMEM11,17,21101262,21117908
NCOA6,20,33302577,33413433
NCOA7,6,126111908,126253176
NCOA4,10,51565107,51590734
PRAME,22,22890122,22901696
NT5C3A,7,33053724,33080777
NT5C3B,17,39981333,39992523
CISH,3,50643884,50649262
LCOR,10,98592016,98724198
MECR,1,29519384,29557454
BSG,19,572453,583493
P4HTM,3,49027340,49044581
RIF1,2,152266399,152333860
MPG,16,128168,135850
GSG1,12,13236470,13248740
ABCG2,4,89011415,89080011
RCAN3AS,1,24822822,24828850
LRIG3,12,59265936,59313327
SLC27A6,5,128301209,128369335
SLC27A2,15,50474392,50528589
SREK1,5,65440045,65479444
AK9,6,109952899,110012415
ZNF638,2,71558884,71662191
ACPP,3,132036210,132077690
AK3,9,4709556,4741799
AK2,1,33473540,33502512
TBCE,1,235530727,235612280
ZNF630,X,47917566,47930508
AK5,1,77747661,78025654
AK4,1,65613231,65697828
NPNT,4,106816596,106892828
MME,3,154797435,154901518
UGT2B28,4,70146216,70160768
CDIP1,16,4560676,4588816
NCKAP1L,12,54892567,54936899
GEN1,2,17935413,17966632
ZNF497,19,58865722,58874214
ERG,21,39739182,40033618
ZNF493,19,21579920,21610296
CBLL1,7,107384278,107402083
SH2D3C,9,130500595,130517583
HERPUD1,16,56966001,56977793
TMEM55B,14,20926011,20929637
SNCB,5,176047209,176057557
FCGRT,19,50015535,50029685
TRA2B,3,185632357,185655924
PCDP1,2,120302007,120414237
SLC24A4,14,92789536,92967825
RNF128,X,105969893,106040246
SLC24A2,9,19507449,19787017
NCR2,6,41303527,41318625
NCR1,19,55417507,55424439
SLC24A1,15,65935242,65948598
MEX3D,19,1554667,1568057
AOAH,7,36552548,36764154
BTRC,10,103113789,103317078
BAAT,9,104122698,104147287
A1CF,10,52559168,52645435
SCN1B,19,35521591,35531353
PET100,19,7694670,7696510
SCN1A,2,166845669,166930149
SFTPB,2,85884439,85895864
FUOM,10,135168794,135171529
SPTB,14,65213000,65289866
ZXDC,3,126169958,126194762
TMEM185A,X,148678215,148713487
UBXN11,1,26608772,26633195
IFNLR1,1,24480646,24513765
MTMR3,22,30279157,30426857
MTMR2,11,95566043,95657371
NAAA,4,76831807,76862166
TSC22D1,13,45006278,45150701
TSC22D3,X,106956451,106959711
UBA52,19,18682613,18688270
FOLH1,11,49168186,49230222
CD2BP2,16,30362086,30366682
NDUFC1,4,140211070,140223705
GRASP,12,52400728,52409673
KATNA1,6,149916010,149969940
EXOSC9,4,122722471,122738176
BCKDK,16,31119614,31124112
EXOSC3,9,37779710,37785089
EXOSC7,3,45017740,45054158
ADAMTSL2,9,136397285,136440641
ADAMTSL1,9,18474078,18684952
ADAMTSL4,1,150521897,150533412
TULP3,12,3000032,3050306
CYB561,17,61509664,61518207
TULP4,6,158733691,158932856
DISC1,1,231762560,231907408
INCENP,11,61891444,61920635
FARP1,13,98795433,98897558
C9orf43,9,116172988,116191964
C9orf47,9,91605777,91611057
SARDH,9,136528683,136603479
DEPDC7,11,33037727,33055128
DEPDC5,22,32150008,32211977
EEF1E1,6,8073592,8102828
PAOX,10,135192740,135205198
SCYL3,1,169822214,169863100
SCYL1,11,65292547,65306182
STXBP1,9,130374485,130454995
STXBP2,19,7701986,7712760
STXBP5,6,147525493,147711612
SKP2,5,36152144,36184142
INS-IGF2,11,2167852,2182439
SKP1,5,133492081,133512724
TMEM200A,6,130687425,130764210
S1PR5,19,10623417,10628126
TMEM200B,1,29445936,29449013
CFLAR,2,201980876,202037411
IFI16,1,158979681,159024945
FANCC,9,97861335,98079991
FANCB,X,14861528,14891184
FANCA,16,89864766,89883065
ENY2,8,110346551,110358189
FANCL,2,58386377,58468515
FANCI,15,89787193,89860362
HAS3,16,69140128,69152619
CLHC1,2,55399686,55459699
HNRNPA1,12,54674487,54679030
TAPT1-AS1,4,16228285,16259810
HAP1,17,39878890,39890898
TMEM30C,3,99904667,99909038
KNSTRN,15,40674921,40686489
LRRFIP1,2,238600806,238674558
LRRFIP2,3,37094116,37217851
DUS2L,16,68056846,68113226
TFIP11,22,26887893,26908437
LOC100506907,3,126111874,126113641
CDK1,10,62538211,62546827
CDK2,12,56360555,56366568
HOXA3,7,27145808,27166639
CDK5,7,150750901,150755052
CDK6,7,92234234,92465941
OGT,X,70752911,70795747
IGLL1,22,23915312,23922495
LPAR1,9,113636053,113800365
IGLL5,22,23229959,23238013
CA1,8,86240457,86253943
LPAR4,X,78003205,78012578
LPAR5,12,6728000,6745297
CEP57,11,95523624,95565857
CEP55,10,95256368,95288849
SPECC1,17,19990334,20218072
LIMS2,2,128395995,128422167
LIMS3,2,111203459,111230652
LIMS3,2,110656008,110664033
LIMS1,2,109271267,109303702
PRMT2,21,48055506,48080068
RERE,1,8412463,8483747
RERG,12,15260715,15374411
DMBX1,1,46972667,46979886
SUN2,22,39130718,39151467
SUN3,7,48026745,48068716
RGL3,19,11504731,11530018
SUN1,7,855193,883509
SUPT3H,6,44794466,45345788
HSPD1,2,198351307,198364998
OGN,9,95146248,95166937
MTX3,5,79272538,79287088
MTX2,2,177134122,177202753
NFKBIL1,6,31515352,31526606
AMD1,6,111195987,111216913
LIAS,4,39460643,39465434
PRKCB,16,23847299,24231932
PRKCD,3,53195222,53226733
PRKCZ,1,2036154,2116834
SGSM2,17,2240807,2284348
SGSM1,22,25202135,25322813
KRIT1,7,91828282,91875414
TRABD2A,2,85048790,85108369
RBM14-RBM4,11,66384052,66413944
CKLF-CMTM1,16,66586465,66613038
SEC11A,15,85212767,85259691
SLC6A20,3,45796940,45838035
PMF1,1,156182778,156209868
ACKR4,3,132318980,132321485
CCL15-CCL14,17,34310691,34329084
RAPSN,11,47459307,47470730
SCRIB,8,144873089,144897549
TYMP,22,50964180,50968514
ZNF790,19,37309223,37328929
PPWD1,5,64859062,64883376
ROBO2,3,77089293,77699114
WWP2,16,69958885,69975644
GLT8D1,3,52728499,52737714
PPIL2,22,22020272,22052202
PPIL3,2,201735678,201753849
PPIL6,6,109711417,109762374
LOC339524,1,87597608,87602352
CYP4F11,19,16023179,16045676
PPP1R8,1,28157324,28178183
PRMT7,16,68344876,68391169
ATP5J2,7,99055783,99063824
ZNF573,19,38229202,38270230
ZNF576,19,44100737,44104587
ZNF577,19,52359055,52391189
TRPV1,17,3468739,3496171
SETDB1,1,150898814,150937220
TRPV3,17,3413795,3461289
LOC100505761,10,104209573,104216050
IARS,9,94972489,95056038
CTSL,9,90340973,90346384
CTSA,20,44519590,44527458
CTSB,8,11700033,11725646
CTSC,11,88026759,88070941
KCNAB1,3,155860750,156256927
CTSE,1,206317458,206332104
KCNAB2,1,6086072,6161253
RPL14,3,40498782,40503863
RPL15,3,23959195,23962347
RPL17,18,47014850,47018935
RPL10,X,153626570,153630680
RPL11,1,24018268,24022915
GPATCH8,17,42472644,42580957
RPL13,16,89627064,89633237
FGFR4,5,176513920,176525126
CTSS,1,150702671,150738433
FGFR2,10,123241366,123353481
FGFR3,4,1795038,1810599
CTSV,9,99791958,99801592
FGFR1,8,38268655,38326352
CXCL1,4,74735108,74737019
C5AR2,19,47843743,47845272
PCYT1B,X,24576203,24665455
SYK,9,93564011,93660842
INCA1,17,4891424,4900905
LOC100132215,2,63271099,63274846
AMMECR1,X,109437413,109561380
PRRX1,1,170633312,170708541
MIPEPP3,13,21872263,21967061
CSRP2BP,20,18122867,18169031
RGR,10,86004808,86018944
FBXW12,3,48413708,48436190
LOC100287225,18,48918411,48994748
